Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	partition_rate[1]	partition_rate[2]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	tree_length
2052	-275.5747	-360.5157	84.94101	0.0372261	0.0511045	0.0016744	0.088381	0.00141441	0.0549357	0.0423718	0.0333126	0.010055	0.00340696	0.0699539	0.00459784	0.0104037	0.0206989	0.00753514	0.00513397	0.0344538	0.00222041	0.0287304	0.0100589	0.0421375	0.0319029	0.000179005	0.00681674	0.00115712	0.00494357	0.00640041	0.00427683	0.0030397	0.0111105	0.00669713	0.00538043	0.00221483	0.0341661	0.0741922	0.00138781	0.0172315	0.0185052	0.0090238	0.0191645	0.0873954	0.0370114	0.0155356	0.01774	0.00765075	0.0444873	0.00767418	0.0369802	0.0706392	0.0257522	0.0242347	0.0141786	0.00567626	0.108919	0.0458024	0.0206188	0.00605759	0.241917	1.51687	0.170596	0.422113	0.764083	1.30876	2.36903	5.86181	1.278717	0.1087391	0.0267054	0.0366616	0.00120119	0.0634032	0.00101468	0.0394101	0.0303969	0.023898	0.00721333	0.0024441	0.0501839	0.00329843	0.00746344	0.0148491	0.0054056	0.00368303	0.0247167	0.00159289	0.0206108	0.0072161	0.0302288	0.0228867	0.000128416	0.00489023	0.000830101	0.00354644	0.00459156	0.00306814	0.00218063	0.00797048	0.00480443	0.00385984	0.00158888	0.0245102	0.0532244	0.000995595	0.0123616	0.0132754	0.00647354	0.0137484	0.0626962	0.0265514	0.011145	0.0127264	0.00548854	0.0319145	0.00550534	0.0265291	0.0506755	0.0184743	0.0173856	0.0101715	0.00407206	0.0781371	0.0328579	0.0147916	0.00434563	1.393951
2088	-277.1584	-362.1762	85.01777	0.0761441	0.0128777	0.00710317	0.0898824	0.00819892	0.0162924	0.0449277	0.0750771	0.0282821	0.00511755	0.0437211	0.00414829	0.0452864	0.0420345	0.0284832	0.0240672	0.0215752	0.00883548	0.031865	0.0209697	0.00874991	0.0462148	6.65238e-05	0.0158655	0.00135105	0.000708435	0.00251344	0.00277721	0.00645954	0.0102142	0.00513009	0.0120922	0.00171573	0.0134039	0.0851431	0.0199758	0.0190908	0.00585716	0.00293431	0.129076	0.0455901	0.00334596	0.015358	0.0108044	0.00634626	0.0438912	0.0163901	0.044696	0.101506	0.00247657	0.0473372	0.0176213	0.00599226	0.162383	0.01332	0.0281085	0.00870636	0.127325	1.59501	0.195918	0.451589	0.780344	1.28149	2.2144	5.10417	1.178645	0.05442764	0.0476466	0.00805815	0.00444475	0.0562432	0.00513041	0.0101949	0.0281131	0.0469789	0.0176973	0.00320226	0.0273582	0.00259576	0.0283376	0.0263028	0.0178231	0.0150599	0.0135005	0.00552873	0.0199393	0.0131216	0.00547519	0.0289185	4.16267e-05	0.00992774	0.00084541	0.000443297	0.00157276	0.00173782	0.00404201	0.00639149	0.00321011	0.00756657	0.0010736	0.00838741	0.0532777	0.0124997	0.0119459	0.00366507	0.00183612	0.080768	0.0285277	0.00209371	0.00961013	0.00676076	0.00397112	0.0274645	0.010256	0.0279682	0.0635166	0.0015497	0.0296209	0.0110264	0.00374961	0.10161	0.00833487	0.0175887	0.00544793	1.598102
2124	-276.1694	-360.784	84.61455	0.11958	0.0525147	0.00773389	0.0923822	0.0352364	0.0392743	0.0343754	0.0417618	0.00980056	0.0113679	0.0547317	0.0119735	0.0366821	0.0622855	0.0197945	0.0224322	0.00943644	0.01803	0.0455065	0.0314717	0.00196864	0.0549743	0.00059663	0.00437142	0.012433	0.00287551	0.0112065	0.00926659	0.0197084	0.000686438	0.0121596	0.0219398	0.0234878	0.0338148	0.114017	0.0409973	0.0487321	0.0110898	0.000861815	0.166878	0.173753	0.0102402	0.00288001	0.0401281	0.00293449	0.0290054	0.038018	0.0610847	0.0616526	0.0221809	0.0567193	0.0276799	0.00702758	0.0663457	0.0487736	0.00725339	0.00356488	0.122494	1.5983	0.250218	0.508814	0.809938	1.23466	1.96536	3.99651	1.001755	0.05225485	0.0595615	0.0261569	0.00385215	0.0460144	0.0175508	0.019562	0.017122	0.020801	0.00488154	0.00566222	0.0272612	0.00596386	0.0182709	0.0310236	0.00985938	0.0111732	0.00470018	0.0089805	0.0226662	0.0156757	0.000980554	0.027382	0.000297174	0.00217735	0.00619273	0.00143226	0.00558183	0.00461557	0.0098165	0.000341906	0.00605654	0.010928	0.011699	0.0168427	0.0567904	0.0204203	0.0242728	0.00552368	0.000429259	0.0831199	0.0865443	0.0051005	0.0014345	0.0199873	0.00146163	0.0144472	0.0189363	0.0304255	0.0307084	0.011048	0.0282512	0.013787	0.00350035	0.033046	0.0242935	0.00361282	0.00177562	2.007679
2160	-275.6401	-360.5251	84.885	0.0819966	0.0782606	0.00356706	0.0333887	0.048203	0.0137375	0.0177196	0.105131	0.0215833	0.00506592	0.058952	0.00116903	0.0387109	0.0542693	0.0587085	0.00553007	0.0192922	0.00405575	0.0420454	0.00903703	0.0139322	0.0770887	0.0254565	0.0030808	0.0108286	0.0194364	0.0026357	0.0114144	0.0100071	0.041367	0.00957057	0.0037886	0.0283296	0.0320667	0.151704	0.0272356	0.0203301	0.00470317	0.00322712	0.0837367	0.180343	0.00810716	0.0338751	0.00311035	0.0293759	0.0724072	0.0237834	0.036016	0.121794	0.0381764	0.0306747	0.00932076	0.000675946	0.0756064	0.0133337	0.000965819	0.0167348	0.0793134	1.62774	0.298648	0.554669	0.832038	1.20187	1.80288	3.34843	0.873822	0.03322231	0.0415244	0.0396324	0.00180641	0.0169085	0.0244108	0.00695687	0.00897347	0.0532398	0.0109301	0.00256546	0.0298542	0.000592016	0.0196038	0.0274828	0.0297309	0.00280051	0.00976987	0.00205389	0.0212924	0.00457649	0.0070555	0.0390389	0.0128916	0.00156017	0.00548376	0.00984289	0.00133476	0.00578043	0.00506777	0.0209489	0.00484668	0.0019186	0.0143465	0.0162391	0.0768254	0.0137925	0.0102955	0.00238176	0.00163426	0.0424055	0.0913284	0.00410559	0.0171549	0.00157513	0.0148764	0.0366681	0.0120443	0.018239	0.0616783	0.0193331	0.0155341	0.00472018	0.000342309	0.0382883	0.0067524	0.000489105	0.00847477	1.974663
2196	-284.6387	-369.7189	85.08012	0.0697353	0.0200488	0.0334754	0.0509153	0.00968264	0.00705894	0.0148719	0.0906214	0.0263637	0.0143472	0.0173309	0.00444853	0.0190092	0.0513063	0.0228572	0.0320741	0.0194872	0.00209128	0.0675132	0.00682432	0.00923258	0.0499967	0.00333226	0.000622914	0.00598093	0.0332501	0.0166854	0.00524029	0.000701973	0.00829955	0.000789659	0.0450476	0.0273282	0.134311	0.0286171	0.0230804	0.00329912	0.0253897	0.129051	0.0184297	0.00851326	0.00475481	0.00695828	0.0252794	0.00319855	0.0232232	0.0402054	0.00522745	0.0138114	0.0129602	0.0421063	0.00868911	0.00970552	0.0115651	0.0106742	0.025998	0.0198111	0.120387	1.59974	0.150756	0.397414	0.749844	1.33361	2.51627	6.63322	1.368112	0.05130963	0.0490599	0.0141047	0.0235505	0.0358198	0.0068119	0.00496608	0.0104626	0.0637537	0.0185473	0.0100935	0.0121926	0.00312962	0.0133733	0.0360948	0.0160804	0.0225647	0.0137096	0.00147125	0.0474967	0.00480102	0.00649528	0.0351735	0.0023443	0.000438231	0.00420768	0.023392	0.0117384	0.00368663	0.00049385	0.00583887	0.000555538	0.0316918	0.0192259	0.0944901	0.0201326	0.0162375	0.00232098	0.0178621	0.0907895	0.0129656	0.00598922	0.00334509	0.00489527	0.0177845	0.00225024	0.0163379	0.0282852	0.0036776	0.00971656	0.00911771	0.0296225	0.00611293	0.006828	0.00813624	0.00750946	0.01829	0.0139375	1.42143
2232	-293.3252	-378.2964	84.97121	0.0484341	0.0238224	0.0099738	0.0657205	0.0069016	0.0171923	0.00700055	0.0268229	0.0184975	0.00811965	0.0758012	0.0258124	0.0277035	0.0246764	0.00298135	0.0118356	0.0179205	0.0211775	0.0486914	2.77545e-05	0.0206533	0.0181163	0.00069319	0.00248243	0.00206442	0.0272423	0.0169446	0.0712744	0.00306289	0.00289149	0.00124974	0.00770029	0.000771251	0.0745831	0.0447407	0.0118834	0.00551027	0.0242255	0.0515287	0.024263	0.00636978	0.0306785	0.0132261	0.0441518	0.00122459	0.0758585	0.00220662	0.0119639	0.00928656	0.0141068	0.0532491	0.0689388	0.00324162	0.0611599	0.00622357	0.010695	0.0539829	0.177515	1.56079	0.140618	0.384146	0.741943	1.34781	2.60317	7.11149	1.418452	0.07754606	0.0354165	0.0174197	0.00729315	0.0480568	0.00504666	0.0125716	0.00511902	0.0196137	0.0135259	0.00593733	0.0554281	0.0188748	0.0202576	0.0180442	0.00218005	0.00865454	0.013104	0.0154856	0.0356046	2.0295e-05	0.0151023	0.0132472	0.000506881	0.00181523	0.00150957	0.0199204	0.0123904	0.052118	0.00223968	0.00211434	0.000913847	0.00563068	0.000563962	0.0545374	0.0327158	0.00868948	0.00402928	0.0177145	0.0376794	0.0177419	0.00465778	0.0224331	0.00967136	0.0322851	0.000895457	0.05547	0.00161354	0.00874839	0.00679061	0.0103153	0.0389373	0.0504101	0.00237037	0.044722	0.00455086	0.00782048	0.0394739	1.367558
2268	-277.512	-363.1968	85.68483	0.00701058	0.0324122	0.0245244	0.0235476	0.00427023	0.00544601	0.024505	0.0414346	0.008513	0.0067057	0.0211652	0.0129906	0.0321691	0.017968	0.0113816	0.00879327	0.00932828	0.00202567	0.0320145	0.00132765	0.0494995	0.00747481	0.000486591	0.000927941	0.00137337	0.00792589	0.0130326	0.00898832	0.000315577	0.0058852	0.00200818	0.00309798	0.00352944	0.0349191	0.0168469	0.00390141	0.00657627	0.010021	0.0358106	0.0201713	0.000266754	0.00834833	0.00126088	0.0154585	0.000461724	0.0109633	0.00113692	0.000164316	0.00554987	0.0165244	0.0512111	0.020468	0.00671141	0.0202828	0.0123956	2.86338e-05	0.0114933	0.0568894	1.64303	0.109988	0.34077	0.714721	1.39915	2.93453	9.09193	1.596093	0.02360773	0.00943485	0.0436204	0.033005	0.0316904	0.00574689	0.00732926	0.0329789	0.0557628	0.0114568	0.00902455	0.0284841	0.0174828	0.0432933	0.0241814	0.0153174	0.011834	0.012554	0.00272615	0.0430852	0.00178675	0.0666165	0.0100596	0.000654855	0.00124883	0.00184828	0.0106667	0.0175392	0.0120965	0.000424704	0.00792031	0.00270261	0.00416926	0.00474993	0.0469942	0.0226727	0.00525053	0.00885036	0.0134863	0.0481939	0.0271465	0.000358998	0.0112352	0.00169689	0.020804	0.000621389	0.0147545	0.00153007	0.000221136	0.00746903	0.0222385	0.0689201	0.0275459	0.00903223	0.0272967	0.016682	3.85355e-05	0.0154678	0.743051
2304	-287.4247	-371.9197	84.49498	0.0545111	0.0134584	0.0742286	0.0542343	0.000262491	0.0322453	0.029013	0.107311	0.0277491	0.0656552	0.0753464	0.0288084	0.0595065	0.0889984	0.0118284	0.0188728	0.0385065	0.00128816	0.0137517	0.0103051	0.0210108	0.0207955	0.0105409	0.00171461	0.030795	0.00641235	0.00330327	0.00544923	0.0106441	0.0631422	0.0570316	0.0186622	0.0173347	0.0875434	0.0390326	0.0254412	0.024053	0.0400699	0.136196	0.0268087	0.0113185	0.0127261	0.00739036	0.021092	0.00268088	0.0322784	0.00518451	0.0193464	0.0136511	0.0193389	0.189338	0.0212792	0.0125355	0.0474357	0.00856714	0.000362404	0.0317111	0.216982	1.53388	0.230208	0.488545	0.799731	1.25042	2.0469	4.3439	1.062024	0.09645015	0.0285683	0.00705329	0.0389019	0.0284232	0.000137567	0.0168992	0.0152052	0.0562398	0.0145428	0.0344087	0.0394877	0.015098	0.0311863	0.0466425	0.00619905	0.00989088	0.0201806	0.000675102	0.00720704	0.00540069	0.0110114	0.0108986	0.00552429	0.000898595	0.0161391	0.00336059	0.00173118	0.00285584	0.00557837	0.0330917	0.0298893	0.00978052	0.00908482	0.0458799	0.0204563	0.0133333	0.0126057	0.0209999	0.0713777	0.01405	0.00593181	0.00666954	0.00387315	0.0110539	0.001405	0.0169165	0.00271711	0.0101391	0.0071543	0.0101352	0.0992288	0.0111521	0.00656963	0.0248602	0.00448988	0.000189929	0.0166192	1.908099
2340	-282.19	-367.3506	85.16067	0.0812269	0.0903591	0.00632825	0.0736798	0.0103976	0.0114711	0.0280449	0.0172488	0.0154278	0.0158355	0.0593001	0.00178584	0.0100433	0.0101785	0.0515961	0.0173896	0.0247272	0.00590708	0.0248847	0.0257668	0.00369232	0.0144075	0.00391038	0.00361814	0.00469409	0.00216517	0.00600442	0.000822098	0.00680161	0.00499846	0.0232611	0.0120903	0.0600384	0.0405551	0.00610355	0.00992298	0.0055209	0.0410658	0.0150146	0.0176043	0.00320871	0.0760028	0.0099371	0.00117985	0.000241175	0.0104307	0.00329238	0.00601504	0.0162937	0.0196378	0.0378038	0.0284133	0.00630807	0.00352386	0.0151717	0.0117793	0.0248465	0.250166	1.51125	0.154288	0.401928	0.752491	1.32892	2.48801	6.48137	1.351366	0.1128654	0.0713784	0.0794034	0.00556097	0.0647463	0.00913695	0.0100802	0.0246445	0.0151574	0.0135572	0.0139155	0.0521102	0.00156931	0.00882554	0.00894437	0.0453403	0.0152812	0.0217291	0.00519086	0.0218675	0.0226426	0.00324464	0.0126606	0.00343626	0.00317945	0.00412495	0.00190265	0.00527641	0.000722421	0.00597693	0.00439241	0.0204408	0.0106244	0.0527589	0.035638	0.00536352	0.00871985	0.0048515	0.0360867	0.0131941	0.0154698	0.00281966	0.0667877	0.00873226	0.0010368	0.000211934	0.009166	0.00289319	0.00528574	0.0143182	0.0172568	0.0332202	0.0249682	0.00554324	0.0030966	0.0133322	0.0103511	0.0218339	1.137976
2376	-279.434	-364.6942	85.26025	0.0824256	0.0314848	0.0174498	0.0415198	0.00344091	0.0125245	0.00469629	0.0651555	0.0351617	0.00588784	0.0270989	0.00992143	0.0203097	0.0124812	0.000786139	0.00278373	0.022265	0.000369094	0.125511	0.00535734	0.0164252	0.0308697	0.0480145	0.00306099	0.00140657	0.0110693	0.00687173	0.0122741	0.00628983	0.00495997	0.0150026	0.00200166	0.0236173	0.0455145	0.0106779	0.0112507	0.0731662	0.0471314	7.43392e-05	0.0340135	0.00522439	0.0325382	0.0337484	0.00616094	0.0475283	0.0232472	0.039304	0.0189717	0.00117535	0.00029222	0.0536062	0.041889	0.014113	0.0237365	0.00213632	0.0160255	0.0147252	0.144729	1.58314	0.170093	0.421506	0.76374	1.30935	2.37244	5.87913	1.280851	0.06233136	0.0631737	0.024131	0.0133741	0.0318222	0.00263723	0.0095992	0.00359939	0.0499374	0.0269491	0.00451264	0.0207695	0.00760412	0.015566	0.00956602	0.000602523	0.00213354	0.0170647	0.000282886	0.0961958	0.00410605	0.0125889	0.0236596	0.0367999	0.00234605	0.00107805	0.00848386	0.00526672	0.00940731	0.00482073	0.00380149	0.0114985	0.00153414	0.0181011	0.0348839	0.00818387	0.00862294	0.056077	0.0361231	5.69761e-05	0.0260691	0.00400415	0.0249383	0.0258659	0.00472195	0.0364273	0.0178174	0.0301239	0.0145406	0.000900831	0.000223967	0.0410856	0.0321051	0.0108167	0.0181925	0.00163735	0.0122825	0.0112859	1.304745
2412	-291.1725	-376.1015	84.92895	0.0569338	0.0255676	0.0100341	0.0521553	0.0338663	0.0125058	0.00293192	0.051559	0.037079	0.00474033	0.0271093	0.000951511	0.0378617	0.0364927	0.00790967	0.0135985	0.0246055	0.00552294	0.0173346	0.0783232	0.0298583	0.0683199	0.0124165	0.00662791	0.0208479	0.00318492	0.0154423	0.0144107	0.0171148	0.0358595	0.0187814	0.015987	0.0346703	0.0521708	0.0700041	0.0309329	0.0787302	0.0118154	0.000107867	0.0464654	0.0145431	0.0538854	0.093584	0.0310331	0.0660805	0.0234652	0.00154614	0.0423419	0.0048885	0.0139076	0.0294451	0.0467259	0.0384919	0.033377	0.037128	0.0106858	0.00668899	0.16031	1.57252	0.219793	0.477637	0.794117	1.25926	2.09364	4.54974	1.0955	0.06950775	0.0341197	0.0153223	0.00601332	0.031256	0.0202957	0.00749455	0.00175706	0.0308986	0.022221	0.00284082	0.0162462	0.000570229	0.02269	0.0218696	0.00474016	0.00814939	0.0147458	0.00330983	0.0103884	0.0469381	0.0178937	0.0409432	0.00744107	0.00397202	0.0124939	0.00190868	0.00925436	0.00863617	0.0102567	0.0214901	0.0112554	0.00958078	0.0207775	0.0312653	0.0419526	0.0185377	0.047182	0.00708084	6.46431e-05	0.0278461	0.00871552	0.0322929	0.0560837	0.0185977	0.0396012	0.0140624	0.00092658	0.025375	0.00292962	0.00833463	0.0176461	0.0280022	0.0230677	0.0200024	0.0222503	0.00640387	0.00400863	1.668649
2448	-290.1812	-375.4616	85.28038	0.0666412	0.104269	0.0306272	0.0248606	0.00877985	0.00166	0.0110247	0.0349085	0.0223835	0.0154195	0.0505493	0.00160636	0.0161035	0.029904	0.00556122	0.00850408	0.0144766	0.0024013	0.0282903	0.0341053	0.0300461	0.00281169	0.00328424	0.0252154	0.0183196	0.00446749	0.00422108	0.0368642	0.0310752	0.0197154	0.0327856	0.00339406	0.0160963	0.0234633	0.0319733	0.0191747	0.00368105	0.0171178	0.00130121	0.0147671	0.00718904	0.0181427	0.0510525	0.0301078	0.0210493	0.0559895	0.00629175	0.0218491	0.0173824	0.0100623	0.0247743	0.0242498	0.00081502	0.0358569	0.0668517	0.0146699	0.00820121	0.156821	1.57489	0.170172	0.421602	0.763794	1.30925	2.37191	5.87641	1.280515	0.06789231	0.0526231	0.0823361	0.0241847	0.0196311	0.00693299	0.00131082	0.0087056	0.0275655	0.0176751	0.012176	0.0399162	0.00126846	0.0127161	0.0236136	0.00439141	0.00671523	0.0114314	0.00189618	0.0223394	0.0269312	0.0237259	0.00222024	0.00259339	0.0199113	0.014466	0.00352775	0.00333317	0.0291098	0.0245385	0.0155682	0.0258891	0.00268012	0.0127105	0.0185277	0.0252476	0.0151413	0.00290673	0.013517	0.0010275	0.0116608	0.00567681	0.0143264	0.0403135	0.0237746	0.0166215	0.044212	0.00496827	0.0172531	0.013726	0.00794566	0.019563	0.0191488	0.000643579	0.0283143	0.0527894	0.011584	0.00647608	1.266387
2484	-279.0867	-364.1847	85.09803	0.0117209	0.0540302	0.00534732	0.0454296	0.00898706	0.0120505	0.0232342	0.0435419	0.0105223	0.00622869	0.0184137	0.00448986	0.0166594	0.0256531	0.00343678	0.0205607	0.00273001	0.00213499	0.0248323	0.0339788	0.0074298	0.00519122	0.00533347	0.000111706	0.000116818	0.00251573	0.00395829	0.0209682	0.00938475	0.0130324	0.00630839	0.0154626	0.00499594	0.00779981	0.0385278	0.0126129	0.164154	0.0124095	0.014687	0.0083085	0.131119	0.00282559	0.0125489	0.029232	0.0257322	0.0268435	0.00632045	0.00453432	0.0343508	0.0102142	0.0335644	0.0204525	0.000767785	0.0142586	0.00480046	0.00505801	0.00783437	0.0819521	1.62594	0.0804403	0.292548	0.681496	1.46736	3.41824	12.4316	1.822307	0.03436556	0.0106772	0.0492192	0.00487118	0.0413844	0.00818682	0.0109775	0.0211653	0.0396648	0.00958533	0.00567406	0.016774	0.00409007	0.015176	0.0233689	0.00313075	0.0187299	0.00248692	0.00194488	0.0226211	0.0309532	0.00676822	0.00472897	0.00485856	0.000101759	0.000106416	0.00229172	0.00360583	0.0191011	0.0085491	0.011872	0.00574666	0.0140857	0.00455108	0.00710529	0.0350972	0.0114898	0.149537	0.0113045	0.0133792	0.00756868	0.119443	0.00257399	0.0114315	0.026629	0.0234409	0.0244532	0.00575766	0.00413056	0.0312921	0.00930469	0.0305756	0.0186314	0.000699418	0.012989	0.004373	0.00460762	0.00713676	1.097748
2520	-285.5282	-370.2764	84.74827	0.0642351	0.11199	0.00809043	0.0947761	0.0197111	0.0118981	0.0348528	0.041795	0.00349349	0.0202451	0.0263971	0.000958684	0.0369601	0.0169698	0.0019537	0.00156107	0.0210533	0.00222097	0.0205174	0.0021067	0.0102273	0.0316403	0.00301821	0.00769263	0.00286988	0.000413979	0.00395944	0.0121363	0.0142753	0.00611992	0.00907265	0.00600114	0.0125981	0.00167648	0.0563379	0.00687985	0.139627	0.0164634	0.0682398	0.0108208	0.0577743	0.000867881	0.00382305	0.0132455	0.0366688	0.0182656	0.0159451	0.0077623	0.0407853	0.0214573	0.0375349	0.0442302	0.0493814	0.00628421	0.000691608	0.0340047	0.00541474	0.276637	1.4932	0.134571	0.375999	0.736998	1.35686	2.65958	7.43104	1.450235	0.1263168	0.0473712	0.0825887	0.00596642	0.0698942	0.0145363	0.00877445	0.0257028	0.0308224	0.00257633	0.0149301	0.019467	0.000706998	0.0272569	0.0125147	0.00144079	0.00115123	0.0155261	0.00163789	0.0151309	0.00155362	0.00754231	0.0233336	0.00222583	0.00567306	0.00211644	0.000305296	0.00291996	0.00895009	0.0105276	0.00451324	0.00669078	0.00442564	0.00929065	0.00123635	0.0415474	0.00507366	0.102971	0.0121412	0.0503246	0.00797999	0.0426066	0.000640034	0.00281937	0.00976812	0.027042	0.0134703	0.011759	0.00572444	0.0300778	0.015824	0.0276807	0.0326183	0.0364172	0.0046344	0.000510038	0.0250773	0.00399319	1.355993
2556	-287.9783	-373.1707	85.1924	0.10896	0.00504035	0.0109801	0.0218141	0.0122138	0.00562175	0.0133581	0.060776	0.0306403	0.00343745	0.0190776	0.00785242	0.0532525	0.0237249	0.00894228	0.0261636	0.00630313	0.0211439	0.0447688	0.0110352	0.0062953	0.0409871	0.00220496	0.00911755	0.0110073	0.0229429	0.00235643	0.0184251	0.00272876	0.0312456	0.000117741	0.000964126	0.014392	0.107833	0.0118215	0.0363291	0.0021177	0.00505588	0.00170303	0.0406639	0.00919077	0.0516983	0.000597309	0.01427	0.0147037	0.0122584	0.0185013	0.00139727	0.0648718	0.0154278	0.0148687	0.0344889	0.00633282	0.00315543	0.01461	0.00828047	0.0275322	0.363066	1.43427	0.230448	0.488793	0.799858	1.25022	2.04586	4.33938	1.061271	0.1725926	0.0926847	0.00428747	0.00933997	0.0185557	0.0103894	0.00478203	0.0113628	0.0516978	0.0260635	0.00292399	0.016228	0.0066795	0.0452981	0.0201811	0.00760656	0.0222556	0.00536162	0.0179856	0.0380816	0.00938688	0.00535496	0.0348648	0.0018756	0.00775566	0.0093631	0.0195159	0.00200445	0.0156729	0.00232116	0.0265784	0.000100154	0.000820113	0.0122423	0.091726	0.0100557	0.0309026	0.00180138	0.00430067	0.00144865	0.0345899	0.00781793	0.0439761	0.000508088	0.0121385	0.0125074	0.0104273	0.0157378	0.00118855	0.0551818	0.0131233	0.0126477	0.0293372	0.00538688	0.0026841	0.0124277	0.00704361	0.0234197	1.175601
2592	-287.4475	-371.8451	84.39751	0.132881	0.141339	0.0104422	0.0565463	0.00490111	0.000907237	0.0994753	0.0906945	0.0333249	0.0141334	0.0462914	1.78823e-05	0.0287259	0.0210264	0.0141386	0.0540493	0.0105031	0.0386939	0.105092	0.00843991	0.00353595	0.0272241	0.00147501	0.0121502	0.0144836	0.015167	0.00556445	0.06204	0.026696	0.0551006	0.00877165	0.000493692	0.0260852	0.00492292	0.0347845	0.00968295	0.260199	0.0160501	0.0339223	0.0234756	0.0855138	0.0233659	0.0146733	0.00600987	0.00557002	0.0221181	0.0234664	0.00845729	0.0051663	0.00577329	0.0404179	0.0184075	0.00508589	0.00853245	0.0212398	0.0184079	0.0103891	0.345585	1.44619	0.267097	0.525273	0.818022	1.22246	1.90377	3.74396	0.9545551	0.1629285	0.0708304	0.0753389	0.00556606	0.0301413	0.00261247	0.000483591	0.053024	0.0483435	0.0177634	0.00753363	0.024675	9.53193e-06	0.015312	0.0112079	0.00753637	0.0288103	0.00559854	0.0206252	0.0560179	0.00449878	0.00188479	0.0145114	0.000786235	0.00647649	0.00772027	0.00808454	0.00296606	0.0330696	0.01423	0.0293706	0.00467561	0.000263156	0.0139044	0.0026241	0.0185414	0.00516137	0.138696	0.00855529	0.0180818	0.0125134	0.045582	0.0124549	0.00782142	0.00320348	0.00296903	0.0117898	0.0125085	0.00450804	0.00275383	0.00307738	0.0215442	0.00981189	0.00271097	0.00454811	0.0113216	0.00981208	0.00553778	1.876043
